FAC_NO,FAC_NAME,BEG_DATE,END_DATE,DAY_PER,DATA_IND,AUDIT_IND,COUNTY,HSA,HFPA,TYPE_CNTRL,TYPE_CARE,TYPE_HOSP,TEACH_RURL,PHONE,ADDRESS,CITY,ZIP_CODE,CEO,CEO_TITLE,WEB_SITE,OWNER,RPT_PREP,ORG_NAME,ER_DESIG,MCAR_PRO#,MCAL_PRO#,REG_MCAL#,BED_LIC,BED_AVL,BED_STF,DAY_MCAR_TR,DAY_MCAR_MC,DAY_MCAL_TR,DAY_MCAL_MC,DAY_CNTY,DAY_THRD_TR,DAY_THRD_MC,DAY_OTH_IND,DAY_OTH,DAY_TOT,DIS_MCAR_TR,DIS_MCAR_MC,DIS_MCAL_TR,DIS_MCAL_MC,DIS_CNTY,DIS_THRD_TR,DIS_THRD_MC,DIS_OTH_IND,DIS_OTH,DIS_TOT,BED_ACUTE,BED_PSYCH,BED_CHEM,BED_REHAB,BED_LTC,BED_RESDNT,DAY_ACUTE,DAY_PSYCH,DAY_CHEM,DAY_REHAB,DAY_LTC,DAY_RESDNT,DIS_ACUTE,DIS_PSYCH,DIS_CHEM,DIS_REHAB,DIS_LTC,DIS_RESDNT,OCC_LIC,OCC_AVL,ALOS_ALL,ALOS_EXLTC,BAS_NURSRY,DAY_NURSRY,DIS_NURSRY,VIS_MCAR_TR,VIS_MCAR_MC,VIS_MCAL_TR,VIS_MCAL_MC,VIS_CNTY,VIS_THRD_TR,VIS_THRD_MC,VIS_OTH_IND,VIS_OTH,VIS_TOT,VIS_ER,VIS_CLIN,VIS_HOME,VIS_REF_OP,DAYS_PIPS,OP_ROOM,OP_MIN_IP,OP_MIN_OP,SURG_IP,SURG_OP,NAT_ BIRTHS,C_SECTIONS,GR_PT_REV,DED_FR_REV,TOT_CAP_REV,NET_PT_REV,OTH_OP_REV,TOT_OP_EXP,NET_FRM_OP,NONOP_REV,NONOP_EXP,INC_TAX,EXT_ITEM,NET_INCOME,GR_REV_DLY,GR_REV_AMB,GR_REV_ANC,GR_IP_MCAR_TR,GR_IP_MCAR_MC,GR_IP_MCAL_TR,GR_IP_MCAL_MC,GR_IP_CNTY,GR_IP_THRD_TR,GR_IP_THRD_MC,GR_IP_OTH_IND,GR_IP_OTH,GR_IP_TOT,GR_OP_MCAR_TR,GR_OP_MCAR_MC,GR_OP_MCAL_TR,GR_OP_MCAL_MC,GR_OP_CNTY,GR_OP_THRD_TR,GR_OP_THRD_MC,GR_OP_OTH_IND,GR_OP_OTH,GR_OP_TOT,C_ADJ_MCAR_TR,C_ADJ_MCAR_MC,C_ADJ_MCAL_TR,C_ADJ_MCAL_MC,DISP_855,C_ADJ_CNTY,C_ADJ_THRD_TR,C_ADJ_THRD_MC,BAD_DEBT,CHAR_HB,CHAR_OTH,SUB_INDGNT,DED_OTH,CAP_REV_MCAR,CAP_REV_MCAL,CAP_REV_CNTY,CAP_REV_THRD,NETRV_MCAR_TR,NETRV_MCAR_MC,NETRV_MCAL_TR,NETRV_MCAL_MC,NETRV_CNTY,NETRV_THRD_TR,NETRV_THRD_MC,NETRV_OTH_IND,NETRV_OTH,DISP_TRNFR,INTER_TFR,CONTRIBTNS,INC_INVEST,DIST_REV,CNTY_APPRO,EXP_DLY,EXP_AMB,EXP_ANC,EXP_PIP,EXP_POP,EXP_RES,EXP_ED,EXP_GEN,EXP_FISC,EXP_ADM,EXP_UNASSG,EXP_SAL,EXP_BEN,EXP_PHYS,EXP_OTHPRO,EXP_SUPP,EXP_PURCH,EXP_DEPRE,EXP_LEASES,EXP_INSUR,EXP_INTRST,EXP_OTH,CUR_ASST,ASST_LIMTD,NET_PPE,CONST_PROG,INV_OTH,INTAN_ASST,TOT_ASST,CUR_LIAB,DEF_CRED,NET_LTDEBT,EQUITY,LIAB_EQ,CASH,ACCTS_ REC,ALLOW_UNCOLL,BLDGS,EQUIPMENT,TOT_PPE,ACC_DEPRE,MORT_PAY,CAP_LEASE,BOND_PAY,TOT_LTDEBT,CUR_MAT,INTER-REC,INTER_PAY,HOSP_FTE,NURS_FTE,PROD_HRS,NON_PRD_HR,PAID_HRS,MED_STAFF,STDNT_FTE,PRD_HR_MGT,PRD_HR_TCH,PRD_HR_RN,PRD_HR_LVN,PRD_HR_AID,PRD_HR_CLR,PRD_HR_ENV,PRD_HR_OTH,CNT_HR_RN,CNT_HR_OTH,PRD_HR_DLY,PRD_HR_AMB,PRD_HR_ANC,PRD_HR_ED,PRD_HR_GEN,PRD_HR_FIS,PRD_HR_ADM,PRD_HR_NON,PD_HR_DLY,PD_HR_AMB,PD_HR_ANC,PD_HR_ED,PD_HR_GEN,PD_HR_FIS,PD_HR_ADM,PD_HR_NON
106110889,GLENN MEDICAL CENTER,7/1/2020,6/30/2021,365,Audited,Excl. Ind. Audit Adj.,Glenn,1,223,Non-Profit,General,Comparable,Rural,503-934-1800,1133 W. SYCAMORE ST.,WILLOWS,95988,SHAMSHER SINGH,ADMINISTRATOR,,GLENN MEDICAL CENTER,MATTHEW FALKNER,"WIPFLI, LLP",,05-1306,,HSP30092J,47,26,26,7212,0,1032,0,0,983,0,0,4,9231,85,0,12,0,0,12,0,0,2,111,47,0,0,0,0,0,9231,0,0,0,0,0,111,0,0,0,0,0,53.8,97.3,83.2,83.2,0,0,0,10986,0,8445,0,0,6516,0,0,917,26864,5049,21815,0,0,0,0,0,0,0,0,0,0,46959194,21126367,0,25832827,403998,34852103,-8615278,0,0,0,0,-8615278,13470204,9340642,24148348,13981755,0,1056610,0,0,907767,0,0,32688,15978820,16607750,0,8133212,0,0,5328836,0,0,910576,30980374,11797236,0,5653903,0,0,0,2305775,0,1369453,0,0,0,0,0,0,0,0,17900198,0,3267919,0,0,3748933,0,0,915777,0,0,0,0,0,0,7560880,4998157,6644239,0,0,0,0,4086564,1508678,9471821,581764,11163212,2630205,4498621,7624873,1091079,5199662,710906,0,164566,25030,1743949,14982786,0,331373,99129,0,0,15413288,20115181,0,7357650,-12059543,15413288,12038674,8697458,-6508754,1005557,6182826,7257469,6926096,0,8640600,0,8640600,1282950,0,0,218,93,421619,42668,464287,22,0,34246,73882,49041,35281,97389,71178,49211,0,11391,0,136327,82049,57863,0,72553,42837,29990,0,145937,88350,67623,0,78373,46700,37304,0
106420483,GOLETA VALLEY COTTAGE HOSPITAL,1/1/2021,12/31/2021,365,Audited,Incl. Ind. Audit Adj.,Santa Barbara,10,807,Non-Profit,General,Comparable,,805-967-3411,351 S. PATTERSON AVENUE,SANTA BARBARA,93111,RONALD C. WERFT,CEO,COTTAGEHEALTHSYSTEM.ORG,GOLETA VALLEY COTTAGE HOSPITAL,SCOTT BESLER,"TOYON ASSOCIATES, INC.",,05-0357,1225038136,ZZT30357F,52,24,9,1647,244,61,268,0,64,730,0,46,3060,666,95,24,105,0,25,286,0,18,1219,52,0,0,0,0,0,3060,0,0,0,0,0,1219,0,0,0,0,0,16.1,34.9,2.5,2.5,0,0,0,18816,2261,1514,8678,0,1324,19189,0,1117,52899,18971,0,0,32402,0,6,161228,148930,828,1831,0,0,289431314,185007129,0,104424185,3976344,89871668,18528861,7202057,140050,0,0,25590868,15961794,32881842,240587678,54533295,7124249,1075517,6205675,0,3029916,27021475,0,2828601,101818728,74470843,8161569,4294107,27608615,0,4628716,64884701,0,3564035,187612586,103153280,12787061,4551824,25981108,0,0,4828871,22295908,2270488,0,2695717,0,6442872,0,0,0,0,25044681,2346946,731755,7705778,0,2499969,65323728,0,771328,0,3708547,0,7144502,0,0,4306673,6025295,36446939,0,0,0,0,21537739,3120688,11769053,6665281,27202338,6702689,2530506,190129,17484672,22993349,8194269,62172,0,0,4511544,112800022,0,97884389,3989765,7180615,0,221854791,11679419,669991,0,209505381,221854791,9636417,24307449,-12782148,119892586,27520172,159941268,62056879,0,0,0,0,0,14469981,2960081,247,62,467914,52454,520368,121,0,48104,183993,96648,4458,26726,21337,71917,7111,744,6876,47818,65755,191089,0,120191,0,43061,0,54181,71346,216133,0,131743,0,46965,0
106150775,GOOD SAMARITAN HOSPITAL - BAKERSFIELD,1/1/2021,12/31/2021,365,Audited,Excl. Ind. Audit Adj.,Kern,9,617,Investor,General,Comparable,,805-399-4661,901 OLIVE DR.,BAKERSFIELD,93308,BASRA AMANDEEP,CEO,WWW.GOODSAMHOSPITAL.COM,ALLIANCE INVESTMENT INC,FOSTER EVANS,HOSPITAL MANAGEMENT SERVICES,,05-0257,HSC30257G,ZZT30257G,64,64,35,1904,660,5192,3185,611,261,58,0,122,11993,540,110,716,706,61,40,6,0,27,2206,43,21,0,0,0,0,6099,5894,0,0,0,0,1613,593,0,0,0,0,51.3,51.3,5.4,5.4,0,0,0,1726,605,331,4378,0,590,2,0,414,8046,0,0,0,7782,0,2,19169,24421,185,264,0,0,51444171,27615466,0,23828705,7377909,36960047,-5753433,3156452,49,0,0,-2597030,33367710,0,18076461,3959194,2635429,19579561,15644509,1469012,1176742,179111,0,709805,45353363,1318003,388587,236407,3405075,0,267680,455,0,474601,6090808,3187838,1411004,9072485,11377989,-390653,607930,713383,88686,836091,0,362397,0,348316,0,0,0,0,2089359,1613012,10676029,7767305,861082,731039,90880,0,-1,0,0,0,22781,0,3133671,9486797,0,8292791,0,0,0,0,5919989,911135,10649332,1700003,13145125,3036241,896825,2301107,2331921,4829050,1900267,654266,262198,31057,7571990,8877644,0,2078908,0,0,0,10956552,3409234,0,28518525,-20971207,10956552,3192790,6960860,-2584247,2388843,6088791,8477634,6398726,0,26715,0,28540044,21519,0,28576622,224,80,422550,47444,469994,67,0,38650,92168,52349,27411,83797,61123,62547,0,2078,2427,165794,0,81827,0,101876,23550,49503,0,187445,0,89228,0,112436,25710,55175,0
106190392,GOOD SAMARITAN HOSPITAL - LA,10/1/2020,9/30/2021,365,Audited,Incl. Ind. Audit Adj.,Los Angeles,11,925,Non-Profit,General,Comparable,,213-977-2121,1225 WILSHIRE BOULEVARD,LOS ANGELES,90017,JAMES R WEST,CEO,WWW.PIHHEALTH.ORG,"PIH HEALTH, INC.",RAINBOW JUNG,PIH HEALTH GOOD SAMARITAN HOSPITAL,,05-0471,HSC30471F,ZZT30471F,408,363,214,21239,14190,12804,14288,0,1287,8509,520,77,72914,3464,2400,2072,2912,0,151,1857,168,28,13052,357,0,0,23,28,0,66247,0,0,6667,0,0,12465,0,0,587,0,0,49,55,5.6,5.6,10,3083,1383,14814,6184,7386,15589,0,4280,14164,4064,28,66509,42482,1519,0,25517,1155,21,481256,354406,2593,4455,1170,455,2043210560,1674638085,28409874,396982349,20165929,450452173,-33303895,11783276,266693,0,0,-21787312,516153022,151097264,1375960274,431361757,319486432,242461823,302269106,0,26318707,194166112,12947171,2328805,1531339913,115881572,69110308,46433489,118789089,0,13001233,119008799,28322913,1323244,511870647,448634001,327753685,223364974,364572313,0,0,26813253,225270593,12948674,0,28050752,0,17229840,9825527,10654069,0,7930278,93856654,67261166,62879210,63223810,0,12199710,93356160,2947873,1257766,0,-9040434,942803,7552139,0,0,94632553,13896083,137715716,24045987,0,181488,1107385,66726320,10446773,86860488,14839380,153542517,32127077,15550838,43723891,83973414,70066232,9873083,4123103,1708022,628208,35135788,244823872,10049939,268640418,25000222,27606907,0,576121358,153152839,18509034,21841646,382617839,576121358,976293,239734768,-170549233,45888822,36814309,287126553,18486135,0,0,0,21841646,0,116347748,0,1390,529,2895654,427619,3323273,208,12,81269,937212,756863,7539,159215,326973,16256,178013,177503,254811,1007314,192840,751336,2447,601670,125542,214505,0,1173952,221774,879398,2784,651204,141990,252171,0
106430779,GOOD SAMARITAN HOSPITAL - SAN JOSE,1/1/2021,12/31/2021,365,Audited,Incl. Ind. Audit Adj.,Santa Clara,7,431,Investor,General,Comparable,,408-559-2011,2425 SAMARITAN DRIVE,SAN JOSE,95124,RYBA TOMI,CEO,GOODSAMSANJOSE.COM,"HCA HEALTHCARE, INC.",FOSTER EVANS,HOSPITAL MANAGEMENT SERVICES,,05-0380,HSC003801,,474,359,199,27137,10019,4938,4960,0,1462,22609,286,246,71657,4830,1767,591,1054,0,319,5642,60,128,14391,438,21,0,15,0,0,61398,5248,0,5011,0,0,13419,635,0,337,0,0,41.4,54.7,5,5,31,4568,2074,29748,14511,1539,8595,0,2232,43099,778,1796,102298,50720,21719,0,36706,0,14,341739,329859,2492,3592,1511,865,5052611599,4418094284,0,634517315,3295057,533623569,104188803,32938363,64972,0,0,137062194,933745059,443852107,3675014433,1184001461,477887887,162417599,221663231,0,88347234,1093034353,16745887,19873480,3263971132,569427703,191689121,24376670,176564453,0,51034632,746295990,2762739,26489159,1788640467,1601636476,623108845,168762143,377682709,0,0,96593650,1472595608,13028415,0,23779815,0,40906623,0,0,0,0,150407193,46138331,16971156,20365056,0,40850517,358707750,904781,172531,0,0,0,32810137,0,0,147040272,37213397,143991593,0,0,0,0,69725336,11486523,106410704,17755744,192817576,97469431,12121615,40496655,63916737,27219199,20392889,3910287,2505381,0,72773799,785162236,0,159552920,14324888,0,30630128,989670172,104451229,0,577133,884641810,989670172,6264,108974529,-41186279,263771577,171402356,450519809,290966889,0,740520,0,740520,163387,699124277,0,1362,674,2560747,418420,2979167,1236,0,146370,591297,1029372,0,314831,133076,180671,19950,58709,86471,1034773,172983,777580,0,375172,12470,187769,0,1213798,197833,917804,0,425268,13496,210968,0
106190352,GREATER EL MONTE COMMUNITY HOSPITAL,7/1/2020,6/30/2021,365,Audited,Incl. Ind. Audit Adj.,Los Angeles,11,913,Investor,General,Comparable,,626-579-7777,1701 SANTA ANITA AVENUE,SOUTH EL MONTE,91733,STANLEY TOY,CEO,WWW.GREATERELMONTE.COM,GREATER EL MONTE COMMUNITY HOSPITAL,LINDA MARSH,"AHMC HEALTHCARE, INC.",,05-0738,HSC30615I,ZZT30615I,117,117,46,3310,2516,3048,5469,0,68,1429,74,109,16023,473,372,455,512,0,12,229,13,40,2106,104,0,0,0,13,0,12171,0,0,0,3852,0,2096,0,0,0,10,0,37.5,37.5,7.6,5.8,4,0,0,3285,3312,7724,14922,0,861,4670,373,2102,37249,17171,0,0,22027,0,3,21432,10253,209,120,0,0,304537184,243922067,6535259,67150376,111187,65038806,2222757,1071570,0,800,0,3293527,49047317,22605915,232883952,49161600,33957815,49821454,78049520,0,1057636,21912200,1011874,1496897,236468996,8938167,8598520,13467946,21074301,0,1823116,11091029,376713,2698396,68068188,48248484,39098227,47474493,78861784,-4834329,0,2020372,22691591,3457588,0,6374243,0,529614,0,6535259,0,0,9851283,3458108,17677682,24783194,0,860380,10311638,0,208091,0,0,0,94059,0,0,14626885,4814389,11493732,0,0,0,0,7082033,4526189,20247460,2248118,22831731,7378375,1989009,460115,3749245,14698277,364651,1812635,554106,176167,11024495,47420263,0,1744632,1764973,0,118523,51048391,29090579,100000,0,21857812,51048391,20540739,51977217,-42585152,480767,4162818,4643585,2898953,0,0,0,0,0,16676201,0,265,95,467938,95135,563073,146,0,84443,102536,141984,16487,30011,80667,0,0,10131,1679,196613,55486,91947,0,33891,32302,57699,0,251366,63850,107269,0,39080,37573,63935,0
106350784,HAZEL HAWKINS MEMORIAL HOSPITAL,7/1/2020,6/30/2021,365,Audited,Incl. Ind. Audit Adj.,San Benito,8,701,District,General,Comparable,Rural,831-637-5711,911 SUNSET DRIVE,HOLLISTER,95023,STEVE HANNAH,CEO,WWW.HAZELHAWKINS.COM,SAN BENITO HEALTH CARE DISTRICT,SANDRA DILAURA,HAZEL HAWKINS MEMORIAL HOSPITAL,,05-0296,,ZZR00296F,144,136,96,4855,581,24818,747,0,227,1013,6,1363,33610,747,129,556,230,0,90,176,2,22,1952,25,0,0,0,119,0,6176,0,0,0,27434,0,1800,0,0,0,152,0,63.9,67.7,17.2,3.4,13,663,382,46903,5673,54587,31791,0,4414,33503,1647,5778,184296,22482,78431,6498,76715,0,6,15701,117170,456,1521,256,121,334236376,207277580,0,126958796,12204631,143540923,-4377496,4731503,53954,0,0,300053,63077053,62002353,209156970,35601046,7760867,32526595,12860258,0,5577693,20914216,31728,2189144,117461547,67534746,10590650,48948411,32470738,0,8693348,43886076,751074,3899786,216774829,72944542,14316440,42940966,28327158,-800902,0,7887042,35242622,3852398,0,1234964,0,1332350,0,0,0,0,30191250,4035077,38672408,17214210,0,6383999,29557670,0,904182,0,0,229097,27593,4216670,0,28651930,32463899,38233837,0,0,0,0,19078180,7274840,12176598,5661639,51675993,30371736,15091575,10522457,12056151,12285815,4086020,1876958,86645,1910539,3577034,39820574,59684,57963892,425000,642878,2103037,101015065,30341831,12243918,38003842,20425474,101015065,18508626,41109182,-28263028,95041105,39899483,140321402,82357510,0,0,40363842,40363842,2360000,0,0,528,180,999445,161191,1160636,48,0,88096,207544,173794,34301,117979,178067,107330,29814,48604,13916,252309,185282,213432,0,191650,80329,76443,0,294517,213493,249638,0,220685,93766,88537,0
106490964,HEALDSBURG HOSPITAL,1/1/2021,6/30/2021,181,Audited,Incl. Ind. Audit Adj.,Sonoma,3,401,Non-Profit,General,Comparable,Rural,707-431-6500,1375 UNIVERSITY AVENUE,HEALDSBURG,95448,DARIAN HARRIS,CEO,HTTPS://HEALDSBURGDISTRICTHOSPITAL.ORG/,NORCAL HEALTHCONNECT,JONI MURPHY,PROVIDENCE,,05-1321,,ZZR00331I,42,28,28,1175,81,508,2258,0,49,18,0,1,4090,158,12,25,70,0,21,7,0,1,294,25,0,0,0,17,0,1236,0,0,0,2854,0,292,0,0,0,2,0,53.8,80.7,13.9,4.2,0,0,0,8644,1219,418,3204,0,4997,1781,0,615,20878,3875,9972,0,6539,0,3,4335,28055,48,804,0,0,59095657,30512262,27423,28610818,3388663,28565014,3434467,31579682,0,0,0,35014149,11343080,19992975,27759602,5426184,506700,2199177,8202374,0,607147,221412,0,25804,17188798,15525251,2304986,1718907,8657525,0,10259789,2774133,0,666268,41906859,10966411,1498534,2088208,6143447,0,0,5791711,1611140,687179,0,47833,0,1677799,0,0,0,27423,9378175,1233325,1710893,10237778,0,4248128,1185349,0,617170,0,3392217,0,3488,0,0,5105966,5414516,7174483,0,0,0,0,3608696,1637360,4513128,1110865,12090891,3004943,2689482,735226,2848439,4302443,1447256,555683,233994,0,656657,24556462,0,15307464,1144050,108779,0,41116755,11432811,0,0,29683944,41116755,15786573,20881781,-15873922,10008424,6067884,16563613,1256149,0,0,0,0,0,0,2254989,96,28,187178,17158,204336,67,0,23664,47288,34161,6573,15865,23675,9417,20990,2067,3478,49978,33362,47941,0,22326,15029,18542,0,54354,35642,52805,0,23868,16171,21496,0
106304159,HEALTHBRIDGE CHILDREN'S HOSPITAL - ORANGE,1/1/2021,3/31/2021,90,Audited,Excl. Ind. Audit Adj.,Orange,13,1015,Investor,Children,Comparable,,714-289-2400,393 SOUTH TUSTIN STREET,ORANGE,92866,ROBERTA CONSOLVER,CEO,WWW.NHSLTD.COM,"NEXUS HEALTH SYSTEMS, INC.",JEFF CLARK,"STEVE CLARK & ASSOCIATES, INC.",,05-3308,HSC33308F,,27,27,23,0,0,573,1238,0,0,168,0,0,1979,0,0,4,8,0,0,4,0,0,16,6,0,0,0,21,0,138,0,0,0,1841,0,9,0,0,0,7,0,81.4,81.4,123.7,15.3,0,0,0,0,0,0,0,0,0,223,0,0,223,0,0,0,223,0,0,0,0,0,0,0,0,11282099,7500584,0,3781515,0,2971282,810233,0,0,0,0,810233,5644778,0,5637321,0,0,2667615,7243399,0,0,1178631,0,0,11089645,0,0,0,0,0,0,192454,0,0,192454,0,0,1651827,4771131,-79991,0,0,1144176,13441,0,0,0,0,0,0,0,0,0,0,1037318,2530729,0,0,213468,0,0,0,-15881045,0,0,0,0,1009628,0,552070,0,0,0,0,405926,8621,663723,331314,1236040,373338,0,88685,365503,272951,253611,51334,29574,6993,293253,3070558,0,6661131,0,0,0,9731689,1256849,0,542794,7932046,9731689,1052073,1903074,-43326,6569831,160592,6730423,69292,0,542794,0,542794,0,0,0,20,10,37299,3552,40851,0,0,3304,9531,7807,5660,7211,0,3786,0,0,0,20678,0,8364,0,4733,0,3524,0,22332,0,9087,0,5357,0,4075,0
106304159,HEALTHBRIDGE CHILDREN'S HOSPITAL - ORANGE,4/1/2021,12/31/2021,275,Audited,Excl. Ind. Audit Adj.,Orange,13,1015,Investor,Children,Comparable,,714-289-2400,393 SOUTH TUSTIN STREET,ORANGE,92866,ROBERTA CONSOLVER,CEO,WWW.HEALTHBRIDGECC.COM,"VSC HBO, LLC",JEFF CLARK,"STEVE CLARK & ASSOCIATES, INC.",,05-3308,HSC33308F,,27,27,23,0,0,1392,3901,0,0,764,0,0,6057,0,0,17,20,0,0,26,0,0,63,6,0,0,0,21,0,601,0,0,0,5456,0,36,0,0,0,27,0,81.6,81.6,96.1,16.7,0,0,0,0,0,0,0,0,0,1104,0,0,1104,0,0,0,1104,0,0,0,0,0,0,0,0,35457649,24875931,0,10581718,4278,8642845,1943151,2442,0,0,0,1945593,17393332,0,18064317,0,0,9502073,22042429,0,0,2923926,0,0,34468428,0,0,0,0,0,0,989221,0,0,989221,0,0,7254133,15182152,-239973,0,0,2635508,44111,0,0,0,0,0,0,0,0,0,0,2320226,7027964,0,0,1233528,0,0,0,0,2442,0,0,0,2637024,0,1554180,0,0,0,0,1145075,55156,2566645,684765,3757040,821433,0,900498,690813,625194,398883,657940,166812,0,624232,5828446,0,6205439,0,120961,0,12154846,1360835,0,754159,10039852,12154846,251642,2864716,-87437,6579697,191135,6782767,577328,0,754159,0,754159,0,0,0,25,17,45404,5920,51324,0,0,3889,2297,16479,8530,9356,0,4236,617,0,0,29846,0,7432,0,4853,0,3273,0,33826,0,8548,0,5409,0,3541,0
106331194,HEMET GLOBAL MEDICAL CENTER,1/1/2021,12/31/2021,365,Audited,Excl. Ind. Audit Adj.,Riverside,12,1109,Investor,General,Comparable,,951-652-2811,1117 E. DEVONSHIRE AVE,HEMET,92543,PETER BARONOFF,CEO,WWW.HEMETGLOBALMEDCENTER.COM,"PHYSICIANS FOR HEALTHY HOSPITALS, INC.",TODD SCHROEDER,MOSS ADAMS LLP,,05-0390,HSC30390F,ZZT30390F,417,337,168,11274,10984,3737,17763,0,1237,12518,0,699,58212,1531,1781,462,2154,0,240,2117,0,195,8480,283,0,21,0,113,0,38525,0,4493,0,15194,0,7362,0,779,0,339,0,38.2,47.3,6.9,5.3,18,642,396,9493,11293,4734,27673,0,3385,17532,0,4487,78597,56650,8638,0,0,0,2,251160,124980,1291,755,263,150,748871603,579429898,0,169441705,1611676,180869505,-9816124,0,0,0,0,-9816124,185005977,127906950,435958676,95315578,177776142,37811078,152152093,0,11188720,33840659,0,5503568,513587838,25679891,63325225,12827260,89982859,0,8859920,25563452,0,9045158,235283765,88401614,199692944,13058869,209083531,-6196674,0,14837636,43498616,11631240,0,0,0,5422122,0,0,0,0,31972588,40913548,38752673,37701319,0,3678987,14383792,0,2038798,0,29474038,0,0,0,0,45252081,14519065,44971112,0,0,0,9800969,23870540,4364922,33157258,4933558,59763107,16446948,2047153,2332765,26074912,24521920,3565803,4236125,1458545,0,40422227,321798844,0,19007318,4020023,0,0,344826185,116906488,26114935,1319622,200485140,344826185,0,88400863,-74405355,3730000,35070505,38800505,19793187,0,1466247,0,1466247,146625,257151225,0,768,408,1478607,154925,1633532,227,73,20736,413449,513256,74342,234133,156029,31276,0,26849,8537,663558,159984,320451,0,141890,58140,134584,0,723156,171200,370361,0,157769,63796,147250,0
106190949,HENRY MAYO NEWHALL HOSPITAL,10/1/2020,9/30/2021,365,Audited,Incl. Ind. Audit Adj.,Los Angeles,11,903,Non-Profit,General,Comparable,,661-253-8000,23845 MCBEAN PARKWAY,VALENCIA,91355-2083,ROGER E. SEAVER,CEO,WWW.HENRYMAYO.COM,HENRY MAYO NEWHALL MEMORIAL HOSPITAL,DONNA ANGLIN,"2552PRO+, LLC",2,05-0624,,,357,357,180,15562,13766,6617,4786,14,1092,17397,136,382,59752,2429,2658,1108,1016,4,198,3917,25,153,11508,315,23,0,19,0,0,50213,6325,0,3214,0,0,10277,990,0,241,0,0,45.9,45.9,5.2,5.2,22,2300,1274,14429,13634,6592,21673,9,2440,48528,311,2939,110555,58411,0,0,53873,0,9,249093,298794,2010,3823,1033,391,2004499045,1638408019,0,366091026,4724426,362587020,8228432,19198785,17728022,0,0,9699195,404733231,262841243,1336924571,291694600,293842253,94962435,102179063,360191,24326271,349804384,1978386,8930742,1168078325,144021130,144014189,43939971,127312333,297523,22512817,332771793,3168770,18382194,836420720,383242555,385481801,115429523,211675179,0,657714,35490181,464796270,34461457,0,5338957,0,1834382,0,0,0,0,51129017,52187993,21943488,17784214,0,10496443,211117876,78875,1353120,0,0,2644567,14359219,0,0,78841141,28342679,105117715,0,0,0,0,51630987,10580482,59024100,29049916,135525542,28294578,14804383,27531777,56514144,30157265,22780999,3778681,1470752,9924397,31804502,289176213,6518748,272171331,7186291,50684666,4218848,629956097,133565886,48385152,237813199,210191860,629956097,66981256,227756902,-173519689,357283437,129926115,506028555,233857224,0,921898,243796320,244718218,6905019,9894824,0,1367,560,2989010,309070,3298080,524,0,253067,729411,826321,18128,282485,341316,0,83121,38406,416755,1043731,252153,596191,0,618390,172581,305964,0,1160522,279089,668151,0,649393,194028,346897,0
106340041,HERITAGE OAKS ENRICHMENT CENTER - PHF,11/1/2021,12/31/2021,61,Audited,Incl. Ind. Audit Adj.,Sacramento,2,309,Investor,Psychiatric,PHF,,279-348-7200,4378 AUBURN BOULEVARD,SACRAMENTO,95841,SANTO MIRZA,ADMINISTRATOR,SACRAMENTOHOPECENTER.COM,"UNIVERSAL HEALTH SERVICES, INC.",ELIZABETH GORMLEY,"UNIVERSAL HEALTH SERVICES, INC.",,,,,16,10,5,0,0,0,0,282,0,0,0,0,282,0,0,0,0,17,0,0,0,0,17,0,16,0,0,0,0,0,282,0,0,0,0,0,17,0,0,0,0,28.9,46.2,16.6,16.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,451200,169724,0,281476,0,705105,-423629,20916,0,0,0,-402713,419616,0,31584,0,0,0,0,451200,0,0,0,0,451200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281476,0,0,0,0,0,0,0,0,0,0,321199,0,19211,0,0,0,0,96906,515,171818,95456,384031,41248,60460,0,29487,31150,131545,2021,9428,0,15735,357569,0,6432776,0,0,0,6790345,8144328,0,0,-1353983,6790345,0,451200,-169724,6539440,24881,6564321,131545,0,0,0,0,0,0,7818772,3,2,6811,383,7194,37,0,1192,1358,2547,0,1013,264,437,0,0,0,4683,0,0,0,1280,0,848,0,4918,0,0,0,1360,0,916,0
