FAC_NO,FAC_NAME,BEG_DATE,END_DATE,DAY_PER,DATA_IND,AUDIT_IND,COUNTY,HSA,HFPA,TYPE_CNTRL,TYPE_CARE,TYPE_HOSP,TEACH_RURL,PHONE,ADDRESS,CITY,ZIP_CODE,CEO,CEO_TITLE,WEB_SITE,OWNER,RPT_PREP,ORG_NAME,ER_DESIG,MCAR_PRO#,MCAL_PRO#,REG_MCAL#,BED_LIC,BED_AVL,BED_STF,DAY_MCAR_TR,DAY_MCAR_MC,DAY_MCAL_TR,DAY_MCAL_MC,DAY_CNTY,DAY_THRD_TR,DAY_THRD_MC,DAY_OTH_IND,DAY_OTH,DAY_TOT,DIS_MCAR_TR,DIS_MCAR_MC,DIS_MCAL_TR,DIS_MCAL_MC,DIS_CNTY,DIS_THRD_TR,DIS_THRD_MC,DIS_OTH_IND,DIS_OTH,DIS_TOT,BED_ACUTE,BED_PSYCH,BED_CHEM,BED_REHAB,BED_LTC,BED_RESDNT,DAY_ACUTE,DAY_PSYCH,DAY_CHEM,DAY_REHAB,DAY_LTC,DAY_RESDNT,DIS_ACUTE,DIS_PSYCH,DIS_CHEM,DIS_REHAB,DIS_LTC,DIS_RESDNT,OCC_LIC,OCC_AVL,ALOS_ALL,ALOS_EXLTC,BAS_NURSRY,DAY_NURSRY,DIS_NURSRY,VIS_MCAR_TR,VIS_MCAR_MC,VIS_MCAL_TR,VIS_MCAL_MC,VIS_CNTY,VIS_THRD_TR,VIS_THRD_MC,VIS_OTH_IND,VIS_OTH,VIS_TOT,VIS_ER,VIS_CLIN,VIS_HOME,VIS_REF_OP,DAYS_PIPS,OP_ROOM,OP_MIN_IP,OP_MIN_OP,SURG_IP,SURG_OP,NAT_ BIRTHS,C_SECTIONS,GR_PT_REV,DED_FR_REV,TOT_CAP_REV,NET_PT_REV,OTH_OP_REV,TOT_OP_EXP,NET_FRM_OP,NONOP_REV,NONOP_EXP,INC_TAX,EXT_ITEM,NET_INCOME,GR_REV_DLY,GR_REV_AMB,GR_REV_ANC,GR_IP_MCAR_TR,GR_IP_MCAR_MC,GR_IP_MCAL_TR,GR_IP_MCAL_MC,GR_IP_CNTY,GR_IP_THRD_TR,GR_IP_THRD_MC,GR_IP_OTH_IND,GR_IP_OTH,GR_IP_TOT,GR_OP_MCAR_TR,GR_OP_MCAR_MC,GR_OP_MCAL_TR,GR_OP_MCAL_MC,GR_OP_CNTY,GR_OP_THRD_TR,GR_OP_THRD_MC,GR_OP_OTH_IND,GR_OP_OTH,GR_OP_TOT,C_ADJ_MCAR_TR,C_ADJ_MCAR_MC,C_ADJ_MCAL_TR,C_ADJ_MCAL_MC,DISP_855,C_ADJ_CNTY,C_ADJ_THRD_TR,C_ADJ_THRD_MC,BAD_DEBT,CHAR_HB,CHAR_OTH,SUB_INDGNT,DED_OTH,CAP_REV_MCAR,CAP_REV_MCAL,CAP_REV_CNTY,CAP_REV_THRD,NETRV_MCAR_TR,NETRV_MCAR_MC,NETRV_MCAL_TR,NETRV_MCAL_MC,NETRV_CNTY,NETRV_THRD_TR,NETRV_THRD_MC,NETRV_OTH_IND,NETRV_OTH,DISP_TRNFR,INTER_TFR,CONTRIBTNS,INC_INVEST,DIST_REV,CNTY_APPRO,EXP_DLY,EXP_AMB,EXP_ANC,EXP_PIP,EXP_POP,EXP_RES,EXP_ED,EXP_GEN,EXP_FISC,EXP_ADM,EXP_UNASSG,EXP_SAL,EXP_BEN,EXP_PHYS,EXP_OTHPRO,EXP_SUPP,EXP_PURCH,EXP_DEPRE,EXP_LEASES,EXP_INSUR,EXP_INTRST,EXP_OTH,CUR_ASST,ASST_LIMTD,NET_PPE,CONST_PROG,INV_OTH,INTAN_ASST,TOT_ASST,CUR_LIAB,DEF_CRED,NET_LTDEBT,EQUITY,LIAB_EQ,CASH,ACCTS_ REC,ALLOW_UNCOLL,BLDGS,EQUIPMENT,TOT_PPE,ACC_DEPRE,MORT_PAY,CAP_LEASE,BOND_PAY,TOT_LTDEBT,CUR_MAT,INTER-REC,INTER_PAY,HOSP_FTE,NURS_FTE,PROD_HRS,NON_PRD_HR,PAID_HRS,MED_STAFF,STDNT_FTE,PRD_HR_MGT,PRD_HR_TCH,PRD_HR_RN,PRD_HR_LVN,PRD_HR_AID,PRD_HR_CLR,PRD_HR_ENV,PRD_HR_OTH,CNT_HR_RN,CNT_HR_OTH,PRD_HR_DLY,PRD_HR_AMB,PRD_HR_ANC,PRD_HR_ED,PRD_HR_GEN,PRD_HR_FIS,PRD_HR_ADM,PRD_HR_NON,PD_HR_DLY,PD_HR_AMB,PD_HR_ANC,PD_HR_ED,PD_HR_GEN,PD_HR_FIS,PD_HR_ADM,PD_HR_NON,
106362041,HI-DESERT MEDICAL CENTER,01/01/2020,12/31/2020,366,Audited,Excl. Ind. Audit Adj.,San Bernardino,12,1214,Investor,General,Comparable,Rural,760-366-6262,6601 WHITE FEATHER RD.,JOSHUA TREE,92252,KAREN FAULIS,CEO,HDMC.ORG,TENET HEALTHCARE CORPORATION,MARIBEL SOLLER,TENET HEALTHSYSTEM MEDICAL INC.,,05-0279,HSC30219H,,179,179,109,"2,323","1,684","24,950","6,797",0,"1,797","1,377",15,701,"39,644",425,343,692,259,0,54,74,2,22,"1,871",59,0,0,0,120,0,"4,961",0,0,0,"34,683",0,"1,590",0,0,0,281,0,60.5,60.5,21.2,3.1,4,558,346,"8,964","6,394","17,024","6,562",0,"6,749","5,069",65,"1,228","52,055","21,709","4,100","5,497","20,462",0,2,"36,510","72,855",323,548,228,116,"355,152,726","280,839,235",0,"74,313,491","4,685,533","73,929,863","5,069,161","32,517",309,0,0,"5,101,369","77,928,435","69,004,497","208,219,794","31,803,872","24,726,139","55,598,371","25,281,136",0,"4,833,438","16,177,747","166,120","3,044,825","161,631,648","37,717,813","32,804,854","57,189,913","23,073,741",0,"7,959,140","27,776,936","171,575","6,827,106","193,521,078","55,302,407","49,185,717","74,503,798","41,914,793","-380,639",0,"6,825,783","40,925,801","2,133,349",0,"2,731,531",0,"7,696,695",0,0,0,0,"14,219,278","8,345,276","36,165,823","6,545,550",0,"5,966,795","3,028,882",0,"41,887",0,0,0,0,0,0,"11,525,413","9,409,509","19,320,551",0,0,0,0,"13,099,013","4,896,084","8,898,588","6,780,705","25,716,056","12,884,801","4,743,122","2,048,504","6,053,101","11,962,692","1,965,540","2,498,409","1,117,649","1,737,320","3,202,669","25,058,966",0,"28,677,826","3,777,681",0,"2,251,077","59,765,550","24,906,673","352,179","23,635,938","10,870,760","59,765,550",0,"35,864,765","-23,880,241","6,110,733","4,544,158","30,575,796","1,897,970",0,"24,014,671",0,"24,014,671","378,733",0,"11,095,139",384,152,"720,711","98,520","819,231",120,0,"67,585","136,357","130,829","64,405","102,573","89,366","100,565","8,396","18,237","2,398","223,104","92,242","188,132",0,"145,913","11,435","59,885",0,"255,493","106,066","208,136",0,"163,688","12,645","73,203",0,
106010846,HIGHLAND HOSPITAL,07/01/2019,06/30/2020,366,Audited,Incl. Ind. Audit Adj.,Alameda,5,417,City/County,General,Comparable,,510-437-4800,1411 EAST 31ST STREET,OAKLAND,94602,JAMES JACKSON,CEO,HTTP://WWW.ALAMEDAHEALTHSYSTEM.ORG/,COUNTY OF ALAMEDA,MARWIN VINLUAN,ALAMEDA HEALTH SYSTEM,1,05-0320,HSC00320W,ZZR00320W,449,438,375,"30,260","2,836","54,588","37,046","2,532","2,948","2,852",26,"2,410","135,498","4,036",423,"2,571","5,242",372,466,413,4,326,"13,853",232,80,0,28,109,0,"63,316","24,572",0,"8,503","39,107",0,"10,195","3,263",0,305,90,0,82.5,84.5,9.8,7,20,"2,487","1,160","75,620","5,702","46,256","149,619","38,854","14,700","9,338",316,"24,551","364,956","92,852","253,069",0,"45,132",0,12,"463,889","237,478","3,579","2,567",983,293,"2,730,190,675","2,334,786,959","7,436,652","402,840,368","200,529,953","932,885,896","-329,515,575","912,480",130,0,0,"-328,603,225","913,800,541","647,337,314","1,169,052,820","447,556,002","52,365,179","391,334,602","576,615,686","49,967,172","43,913,173","72,203,185","1,080,139","33,048,036","1,668,083,174","193,640,999","18,764,839","127,120,358","449,862,460","115,125,407","32,525,276","48,071,840","1,630,754","75,365,568","1,062,107,501","519,748,489","59,858,976","493,497,337","977,065,063","-112,328,447","165,092,579","48,337,485","74,640,174","83,869,885",0,"2,710,892",0,"22,294,526",0,"7,436,652",0,0,"120,575,820","11,271,042","70,371,121","123,764,684",0,"28,100,964","45,634,851",1,"3,121,885",0,0,0,"5,935",0,"906,545","187,937,558","262,264,098","173,805,669",0,0,"397,997","18,818,979","148,935,560","30,425,090","96,273,154","14,027,791","373,937,900","168,431,916","88,251,773","28,948,497","71,258,157","171,656,332","6,435,558","3,519,464","3,435,669","2,650,163","14,360,467","438,502,664",0,"165,036,122",0,"107,132,306",0,"710,671,092","861,045,977","119,736,927",0,"-270,111,812","710,671,092","34,755,606","886,056,418","-786,695,884","64,879,012","234,114,139","308,330,280","143,294,158",0,0,0,0,0,0,0,"2,812",885,"4,951,759","1,088,784","6,040,543",705,120,"353,265","1,440,134","1,281,915","104,507","271,177","314,049","417,487","576,752","182,336","10,137","1,481,615","1,362,449","771,547","273,502","727,510","87,418","247,718",0,"1,820,147","1,683,438","956,748","290,060","883,354","107,737","299,059",0,
106301205,HOAG MEMORIAL HOSPITAL PRESBYTERIAN,01/01/2020,12/31/2020,366,Audited,Incl. Ind. Audit Adj.,Orange,13,1016,Non-Profit,General,Comparable,,949-764-4624,ONE HOAG DRIVE,NEWPORT BEACH,92663,ROBERT BRAITHWAITE,CEO,WWW.HOAG.ORG,HOAG MEMORIAL HOSPITAL PRESBYTERIAN,SCOTT YASUDA,"STRATEGIC REIMBURSEMENT GROUP, LLC",,05-0224,1518951300,,530,519,379,"44,029","19,179","2,707","10,392",251,"1,995","44,270",474,"2,964","126,261","8,989","4,219",716,"2,752",66,379,"11,839",160,999,"30,119",491,0,21,18,0,0,"115,656",0,"4,008","6,597",0,0,"28,777",0,796,546,0,0,65.1,66.5,4.2,4.2,43,"10,957","6,066","160,688","45,728","6,619","40,212","1,357","11,492","183,615","2,206","9,866","461,783","122,350","54,628",0,"285,613","1,295",29,"1,184,530","804,141","5,876","5,550","4,306","1,969","3,525,253,740","2,473,270,757","69,351,481","1,121,334,464","81,527,228","1,167,971,450","34,890,242","246,600,690","21,893,389",0,0,"259,597,543","384,011,055","248,785,813","2,892,456,872","666,350,107","303,964,252","57,827,464","132,393,212","4,975,042","21,529,984","598,021,395","2,993,743","21,585,553","1,809,640,752","595,797,221","194,123,483","16,575,179","111,693,704","5,462,019","25,799,356","733,724,298","6,106,847","26,330,881","1,715,612,988","1,018,226,148","410,592,340","22,799,147","204,990,610",0,"10,437,061","12,685,678","729,646,425","34,501,762",0,"15,343,882",0,"14,047,704","28,768,828",0,0,"40,582,653","242,370,939","115,726,272","50,406,920","38,021,389",0,"31,854,655","625,343,706",0,"17,610,583",0,"-141,777,163",0,"213,998,636",0,0,"145,057,677","50,820,301","421,309,916","14,245,337","11,547,416","3,484,234","544,894","165,536,398","38,542,219","203,846,244","113,036,814","349,480,635","156,154,401","36,144,812","18,785,347","207,531,783","127,376,002","78,179,963","40,498,086","1,492,128","15,904,291","136,424,002","676,842,441","2,095,173,543","735,937,235","49,172,633","124,346,569","625,000","3,682,097,421","633,786,094",0,"589,830,878","2,458,480,449","3,682,097,421","108,179,896","355,791,046","-220,862,775","962,579,110","426,053,865","1,597,547,145","861,609,910",0,"135,506,250","500,276,560","675,227,799","85,396,921","322,905,246","288,821,195","4,164","1,255","7,595,551","1,171,017","8,766,568","2,240",0,"782,562","1,951,527","1,973,174","28,542","603,488","1,133,962","730,988","286,117","5,126","100,065","1,793,847","734,707","2,371,345","62,400","1,528,304","533,615","564,827","6,506","2,109,067","847,759","2,710,044","67,510","1,739,981","599,818","684,908","7,481",
106304460,HOAG ORTHOPEDIC INSTITUTE,01/01/2020,12/31/2020,366,Audited,Incl. Ind. Audit Adj.,Orange,13,1016,Investor,Specialty,Comparable,,949-517-3149,16250 SAND CANYON AVENUE,IRVINE,92618,JENNIFER MITZNER,CEO,WWW.ORTHOPEDICHOSPITAL.COM,HOAG MEMORIAL HOSPITAL PRESBYTERIAN AND PHYSICIANS,SCOTT YASUDA,"STRATEGIC REIMBURSEMENT GROUP, LLC",,05-0769,1518951300,,70,70,16,"2,445",794,7,23,0,219,"1,677",0,28,"5,193","1,190",381,2,8,0,124,"1,011",0,10,"2,726",70,0,0,0,0,0,"5,193",0,0,0,0,0,"2,726",0,0,0,0,0,20.3,20.3,1.9,1.9,0,0,0,"1,055",348,5,2,0,45,"1,275",0,18,"2,748",0,0,0,0,0,9,"414,727","335,422","2,726","2,721",0,0,"441,082,284","311,234,420",0,"129,847,864","2,710,527","94,449,200","38,109,191","260,501","67,619",0,0,"38,302,073","17,774,615","135,660","423,172,009","124,006,653","40,167,317","459,043","565,583",0,"12,903,632","103,688,070",0,"336,019","282,126,317","63,202,024","20,285,517","143,468","75,277",0,"2,156,196","72,163,442",0,"930,043","158,955,967","149,597,275","42,281,082","528,021","578,719",0,0,"9,278,134","106,486,754","1,241,147",0,"489,765",0,"753,523",0,0,0,0,"36,905,344","18,001,646","72,795","60,338",0,"5,724,452","68,771,923",0,"311,366",0,0,0,"151,537",0,0,"10,396,121","68,973","47,281,836",0,0,0,0,"9,142,616","3,472,814","12,204,848","11,881,992","25,230,181","6,589,834","1,695,784","1,585,602","31,679,261","13,026,723","1,105,323","10,833,217","216,138","50,499","2,436,638","64,599,639",0,"5,329,809",0,"561,506","520,000","71,010,954","19,312,171","5,500,725",0,"46,198,058","71,010,954","45,900,672","23,642,717","-10,361,499",0,"13,298,074","16,594,319","11,264,510",0,0,0,0,0,"3,584,553","2,597,585",226,95,"409,758","60,388","470,146",324,0,"49,667","95,482","140,565",0,"56,866","57,828",0,"9,350",0,0,"129,233",971,"186,857",0,"52,032",0,"39,832",833,"153,517","1,153","211,013",0,"58,600",0,"45,022",841,
106190382,HOLLYWOOD PRESBYTERIAN MEDICAL CENTER,01/01/2020,12/31/2020,366,Audited,Incl. Ind. Audit Adj.,Los Angeles,11,925,Investor,General,Comparable,,213-413-3000,1300 NORTH VERMONT AVENUE,LOS ANGELES,90027-6000,MARCEL LOH,CEO,WWW.HOLLYWOODPRESBYTERIAN.COM,"CHA HOLLYWOOD PRESBYTERIAN MEDICAL CENTER, LP",MIMI BOHR,"TOYON ASSOCIATES, INC.",,05-0063,HSC30063F,HSP30063F,434,434,299,"16,837","12,719","18,609","36,476",0,366,"7,156",289,"7,277","99,729","2,957","2,418","2,907","3,198",0,37,"1,332",60,"1,422","14,331",317,0,0,28,89,0,"66,218",0,0,"4,510","29,001",0,"13,629",0,0,376,326,0,62.8,62.8,7,5.1,0,"5,120","2,324","8,593","3,522","4,996","14,103",0,415,"15,953","1,331","3,019","51,932","34,411","21,072",0,"2,166",0,6,"315,960","273,280","2,208","2,989","2,002",919,"1,443,412,505","1,152,788,425","101,928,808","392,552,888","18,706,790","398,736,581","12,523,097","2,299,113","5,265,795",0,0,"9,556,415","379,200,689","110,491,574","953,720,242","201,072,856","168,833,711","202,704,019","357,580,195",0,"4,369,012","103,124,807","2,607,603","94,027,550","1,134,319,753","59,912,567","42,463,881","32,496,484","102,232,442",0,"2,141,206","48,806,612","6,951,661","14,087,899","309,092,752","188,646,910","211,926,539","193,174,245","348,447,910","-13,712,886",0,"4,005,589","103,691,347","11,174,851",0,"11,340,927",0,"94,092,993","62,472,090","39,456,718",0,0,"72,338,513","61,843,143","45,786,009","158,992,917",0,"2,504,629","48,240,072",0,"2,847,605",0,"-3,543,624",0,0,0,0,"73,179,929","17,894,771","85,455,845",0,0,0,"211,334","39,707,419","10,445,296","157,219,369","14,622,618","126,579,172","23,723,406","7,363,590","29,381,836","41,447,194","30,997,549","5,682,530","4,126,344","2,031,707","1,262,106","126,141,147","164,921,059",0,"71,589,529","194,027,679","14,029,832","36,717,187","481,285,286","130,556,818","3,210,672","165,669,712","181,848,084","481,285,286","32,752,447","142,227,662","-108,064,730","50,514,650","77,133,198","140,658,248","69,068,719","114,999,034","2,296,410",0,"171,616,627","5,946,915",0,0,"1,259",657,"2,549,540","246,584","2,796,124",412,4,"167,992","583,928","875,960","97,143","238,032","349,692","46,611","11,884","156,097","22,201","1,154,136","152,149","639,077","2,428","227,547","147,097","227,106",0,"1,275,412","165,734","698,923","2,692","247,391","161,029","244,943",0,
106301209,HUNTINGTON BEACH HOSPITAL,01/01/2020,12/31/2020,366,Audited,Incl. Ind. Audit Adj.,Orange,13,1014,Non-Profit,General,Comparable,,714-942-1473,17772 BEACH BLVD,HUNTINGTON BEACH,92647,RICHARD ROWE,CEO,,"PRIME HEALTHCARE SERVICES FOUNDATION, INC.",JEFFREY N. BROWN,HOSPITAL MANAGEMENT SERVICES,,05-0526,,ZZT30526F,131,131,63,"9,070","2,115","7,832","2,541",0,514,400,42,120,"22,634",869,353,789,578,0,122,138,6,103,"2,958",82,49,0,0,0,0,"16,583","6,051",0,0,0,0,"2,548",410,0,0,0,0,47.2,47.2,7.7,7.7,0,0,0,"5,396","1,112","1,536","4,970",0,"1,771","1,234",207,925,"17,151","14,122",0,0,"1,587",0,3,"20,013",668,215,6,0,0,"219,210,548","165,830,033",0,"53,380,515","8,865,788","63,436,841","-1,190,538","18,341","76,638",0,0,"-1,248,835","77,673,070","36,583,142","104,954,336","75,575,799","23,846,290","24,609,688","29,559,221",0,"6,876,698","6,356,362","342,434","1,818,769","168,985,261","7,431,931","4,277,683","5,326,128","17,832,591",0,"6,318,625","4,958,157","720,880","3,359,292","50,225,287","67,549,726","22,234,788","20,731,673","34,999,878","-258,909",0,"7,627,275","6,436,518","4,428,185",0,"1,443,450",0,"637,449",0,0,0,0,"15,458,004","5,889,185","8,987,152","12,487,698",0,"5,568,048","4,878,001",0,"112,427",0,0,0,0,0,0,"14,209,258","6,015,169","9,017,347",0,0,0,0,"8,790,298","1,575,445","19,681,393","4,147,931","25,325,777","7,938,129","888,085","938,077","4,488,457","7,462,112","3,864,320","428,144","353,114",0,"11,750,626","50,567,317",0,"53,976,605","2,130,649","14,003",0,"106,688,574","20,563,300",0,"11,250,610","74,874,664","106,688,574","16,741,832","62,888,734","-56,897,178","50,805,928","15,493,836","85,911,814","31,935,209",0,"11,317,904",0,"11,317,904","67,294",0,"276,791",347,130,"675,875","50,211","726,086",138,0,"44,171","222,307","236,603","4,124","30,091","50,417","60,310","22,746",0,"5,106","249,417","87,655","80,050",0,"136,734","35,649","86,370",0,"270,660","95,030","86,882",0,"146,528","37,270","89,716",0,
106190400,HUNTINGTON MEMORIAL HOSPITAL,01/01/2020,12/31/2020,366,Audited,Incl. Ind. Audit Adj.,Los Angeles,11,911,Non-Profit,General,Comparable,,626-397-5000,100 W. CALIFORNIA BLVD,PASADENA,91105,"LORI J. MORGAN MD, MBA",CEO,WWW.HUNTINGTONHOSPITAL.COM,"PASADENA HOSPITAL ASSOCIATION, LTD",CAROL TSANG,HUNTINGTON MEMORIAL HOSPITAL,2,05-0438,HSC30438F,ZZT30438F,607,604,324,"33,312","20,602","14,441","10,253",5,"1,256","29,669",255,"1,451","111,244","5,995","4,523","1,895","2,622",2,307,"8,130",64,359,"23,897",542,41,0,24,0,0,"99,239","6,845",0,"5,160",0,0,"22,564",945,0,388,0,0,50.1,50.3,4.7,4.7,48,"5,319","2,610","26,141","16,223","4,143","13,869",4,"3,745","61,007",825,"4,690","130,647","60,236","3,113",0,"79,971",0,15,"887,660","328,304","5,198","3,212","1,913","1,057","3,231,206,511","2,626,338,923",0,"604,867,588","78,538,929","731,988,111","-48,581,594","35,877,527","5,167,801",0,0,"-17,871,868","723,837,531","289,473,683","2,217,895,297","744,366,850","548,309,501","199,360,794","249,310,167","286,978","30,463,594","685,270,252","3,979,990","23,038,119","2,484,386,245","155,550,330","122,546,828","26,538,451","114,948,559","228,684","12,756,734","281,226,571","3,132,670","29,891,439","746,820,266","758,779,846","556,429,458","177,538,735","308,232,676",0,"451,037","34,240,010","714,002,302","26,326,594",0,"9,033,958",0,"41,304,307",0,0,0,0,"140,223,648","114,088,151","44,911,159","55,927,031","64,625","7,774,431","235,634,427",0,"6,244,116",0,"5,514,806","7,269,986","23,567,529",0,0,"142,009,031","37,920,405","216,082,195",0,0,"1,053,866","7,330,058","131,449,038","15,488,177","144,648,857","36,006,484","260,514,018","116,992,219","23,335,744","32,765,063","128,246,484","38,251,369","34,237,350","8,234,730","2,257,163","7,848,938","79,305,033","391,353,438","74,930,705","484,800,371","146,577,381","31,841,574","5,254,481","1,134,757,950","205,932,589","131,058","460,938,976","467,755,327","1,134,757,950","107,799,539","271,325,987","-199,091,753",0,"308,442,362","939,652,483","454,852,112",0,"11,034,280","309,009,176","475,634,568","14,695,592","54,045,027",0,"3,069","1,123","5,707,636","846,767","6,554,403",916,43,"401,842","1,446,041","1,625,146","16,637","562,875","642,971","585,276","254,950","131,345","40,553","1,743,620","374,872","1,330,947","103,351","1,285,622","235,454","613,602","20,168","2,025,456","424,793","1,529,371","111,380","1,466,373","271,422","702,694","22,914",
106121031,JEROLD PHELPS COMMUNITY HOSPITAL,07/01/2019,06/30/2020,366,Audited,Excl. Ind. Audit Adj.,Humboldt,1,109,District,General,Comparable,Rural,707-923-3921,733 CEDAR STREET,GARBERVILLE,95542,MATT REES,CEO,WWW.SHCHD.ORG,SOUTHERN HUMBOLDT COMMUNITY HEALTHCARE DISTRICT,MATT FALKNER,"WIPFLI, LLP",,05-1309,,HSP30482G,17,17,17,888,0,15,"3,101",0,3,0,0,0,"4,007",55,0,2,30,0,1,0,0,0,88,9,0,0,0,8,0,"1,117",0,0,0,"2,890",0,75,0,0,0,13,0,64.4,64.4,45.5,14.9,0,0,0,"2,950",217,473,"2,816",0,"1,127",102,110,"1,078","8,873","2,778","6,126",0,0,0,0,0,0,0,0,0,0,"14,878,748","3,616,222","143,580","11,406,106","29,373","14,475,737","-3,040,258","10,921,950","357,175",0,0,"7,524,517","2,736,986","7,323,633","4,818,129","655,457",0,"22,681","2,480,698",0,"20,349",0,0,0,"3,179,185","3,694,091","193,384","651,907","3,754,531",0,"1,762,616","117,721","194,818","1,330,495","11,699,563","130,061","34,047","83,586","556,104",0,0,"410,503","35,148","1,242,934",0,"205,464",0,"918,375",0,0,0,"143,580","3,435,928","159,337","591,002","5,679,125",0,"1,058,535","226,153","54,493","201,533",0,0,"9,624,126","-7,501","1,305,325",0,"2,481,176","3,010,945","2,564,385",0,0,0,0,"2,413,877","1,097,417","2,527,312","380,625","6,080,846","1,600,735","1,232,336","1,299,049","983,566","1,806,844","722,528","116,783","80,000","38,001","515,049","18,031,624",0,"3,772,967","287,444","1,721,971",0,"23,814,006","8,960,469",0,0,"14,853,537","23,814,006","16,942,373","2,067,175","-1,371,567","3,198,510","5,298,764","9,461,103","5,688,136",0,0,0,0,0,0,0,80,21,"145,122","28,662","173,784",4,0,"26,928","31,255","24,561","8,445","9,660","15,213","16,720","4,600",0,"7,740","49,692","17,368","13,977",0,"36,706","9,434","17,945",0,"58,158","20,214","17,128",0,"44,414","11,741","22,129",0,
106380842,JEWISH HOME,07/01/2019,06/30/2020,366,Audited,Incl. Ind. Audit Adj.,San Francisco,4,423,Non-Profit,Psychiatric,LTC Emphasis,,415-469-2200,302 SILVER AVENUE,SAN FRANCISCO,94112,DANIEL RUTH,CEO/PRESIDENT,WWW.JHSF.ORG,HEBREW HOME FOR THE AGED,TRACY MOZIAK ADDLEMAN,"WIPFLI, LLP",,05-0489,,HSP34089F,391,391,374,"18,917","14,121","90,693",0,0,0,0,19,"2,705","126,455",959,290,63,0,0,0,0,3,21,"1,336",0,13,0,0,378,0,0,"3,643",0,0,"122,812",0,0,185,0,0,"1,151",0,88.4,88.4,94.7,19.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,619,0,0,0,0,0,0,0,0,0,0,"93,715,934","20,885,867",0,"72,830,067","1,772,014","78,453,512","-3,851,431","7,406,920","1,368,730",0,0,"2,186,759","79,279,557","13,632","14,422,745","25,041,530","18,079,830","49,242,528",0,0,0,0,"10,523","1,341,523","93,715,934",0,0,0,0,0,0,0,0,0,0,"8,203,942","7,445,527","5,009,738",0,0,0,0,0,"105,537",0,"10,523",0,"110,600",0,0,0,0,"16,837,588","10,634,303","44,232,790",0,0,0,0,0,"1,125,386",0,0,"343,058","86,687",0,0,"31,521,949","149,910","5,490,571",0,0,"132,151",0,"18,486,901","827,999","17,972,939","3,871,092","32,008,551","15,171,886","289,345","8,054,655","5,599,141","9,102,605","3,088,694","515,106","139,438","482,293","4,001,798","40,368,267","3,947,265","45,797,995","134,815,014","9,858,345",0,"234,786,886","24,617,138","1,203,923","116,575,768","92,390,057","234,786,886","23,729,498","10,848,104","-1,090,224","82,600,511","16,371,299","100,226,640","54,428,645",0,0,"106,213,748","116,943,013","367,245","2,427,215","10,866,158",556,272,"1,115,946","134,236","1,250,182",48,0,"72,157","46,873","107,997","85,147","372,531","50,259","205,103","81,586",0,"94,293","627,332","3,536","70,866","2,593","281,812","10,950","118,857",0,"705,172","3,923","70,883","2,906","317,949","12,149","137,200",0,
106220733,JOHN C. FREMONT HEALTHCARE DISTRICT,07/01/2019,06/30/2020,366,Audited,Excl. Ind. Audit Adj.,Mariposa,9,603,District,General,Comparable,Rural,209-966-3631,5189 HOSPITAL ROAD,MARIPOSA,95338,MATTHEW MATTHIESSEN,CEO,,JOHN C. FREMONT DISTRICT,WES THEW,"WIPFLI, LLP",,05-1304,,ZZR00443F,34,34,30,"1,290",0,"8,069",100,0,147,0,0,33,"9,639",291,0,32,23,0,33,0,0,7,386,10,0,0,0,24,0,"1,672",0,0,0,"7,967",0,377,0,0,0,9,0,77.5,77.5,25,4.4,0,0,0,"11,675",0,"1,111","6,086",0,"11,553",0,0,"1,752","32,177","5,876","20,143","3,950",0,0,0,0,0,0,0,0,0,"45,920,133","22,694,823",0,"23,225,310","1,006,853","27,969,155","-3,736,992","2,543,899",0,0,0,"-1,193,093","10,511,194","12,998,222","22,410,717","7,262,849",0,"3,278,854","773,141",0,"936,987",0,0,"293,821","12,545,652","13,895,249",0,"987,993","7,255,501",0,"8,134,252",0,0,"3,101,486","33,374,481","11,489,339",0,"2,897,728","2,995,739",0,0,"2,785,423",0,"1,843,756",0,"110,941",0,"571,897",0,0,0,0,"9,668,759",0,"1,369,119","5,032,903",0,"6,285,816",0,0,"868,713",0,0,"120,307","6,196","2,294,397",0,"4,601,248","9,241,031","5,630,193",0,0,0,0,"3,617,216","1,463,679","2,560,888","854,900","11,962,682","3,796,869","3,517,317","961,294","2,360,281","2,957,692","810,714","197,219","90,360","95,236","1,219,491","18,096,775",0,"3,332,442","344,493","666,410","63,432","22,503,552","11,384,049",0,"2,630,700","8,488,803","22,503,552","15,408,974","12,766,254","-10,613,850","10,019,009","4,514,025","15,568,565","12,236,123",0,"395,815","2,346,000","3,247,971","617,271",0,0,208,51,"383,182","50,780","433,962",7,0,"97,697","67,590","41,486","24,961","40,115","54,366","27,334","27,909",0,"1,724","82,668","117,435","55,505",0,"58,311","31,851","37,412",0,"91,180","135,676","66,476",0,"63,832","34,917","41,881",0,
